WE,WF,impressions,demand_factor,direction_400,direction_800
19,0,2000,2.25,f,f
18,1,2000,2.25,f,f
17,2,2000,2.25,f,f
16,3,2000,2.25,f,f
15,4,2000,2.25,f,f
14,5,2000,2.25,f,f
13,6,2000,2.25,f,f
12,7,2000,2.25,f,f
11,8,2000,2.25,f,f
10,9,2000,2.25,f,f
9,10,2000,2.25,f,f
8,11,2000,2.25,f,f
7,12,2000,2.25,f,f
6,13,2000,2.25,s,s
5,14,2000,2.25,b,b
4,15,2000,2.25,b,b
3,16,2000,2.25,b,b
2,17,2000,2.25,b,b
1,18,2000,2.25,b,b
0,19,2000,2.25,b,b
19,0,2000,2.5,f,f
18,1,2000,2.5,f,f
17,2,2000,2.5,f,f
16,3,2000,2.5,f,f
15,4,2000,2.5,f,f
14,5,2000,2.5,f,f
13,6,2000,2.5,f,f
12,7,2000,2.5,f,f
11,8,2000,2.5,f,f
10,9,2000,2.5,f,f
9,10,2000,2.5,f,f
8,11,2000,2.5,f,f
7,12,2000,2.5,f,f
6,13,2000,2.5,f,f
5,14,2000,2.5,s,s
4,15,2000,2.5,b,b
3,16,2000,2.5,b,b
2,17,2000,2.5,b,b
1,18,2000,2.5,b,b
0,19,2000,2.5,b,b
19,0,2000,2.75,f,f
18,1,2000,2.75,f,f
17,2,2000,2.75,f,f
16,3,2000,2.75,f,f
15,4,2000,2.75,f,f
14,5,2000,2.75,f,f
13,6,2000,2.75,f,f
12,7,2000,2.75,f,f
11,8,2000,2.75,f,f
10,9,2000,2.75,f,f
9,10,2000,2.75,f,f
8,11,2000,2.75,f,f
7,12,2000,2.75,f,f
6,13,2000,2.75,f,f
5,14,2000,2.75,f,f
4,15,2000,2.75,s,s
3,16,2000,2.75,b,b
2,17,2000,2.75,b,b
1,18,2000,2.75,b,b
0,19,2000,2.75,b,b
19,0,2000,3.0,f,f
18,1,2000,3.0,f,f
17,2,2000,3.0,f,f
16,3,2000,3.0,f,f
15,4,2000,3.0,f,f
14,5,2000,3.0,f,f
13,6,2000,3.0,f,f
12,7,2000,3.0,f,f
11,8,2000,3.0,f,f
10,9,2000,3.0,f,f
9,10,2000,3.0,f,f
8,11,2000,3.0,f,f
7,12,2000,3.0,f,f
6,13,2000,3.0,f,f
5,14,2000,3.0,s,f
4,15,2000,3.0,b,s
3,16,2000,3.0,b,b
2,17,2000,3.0,b,b
1,18,2000,3.0,b,b
0,19,2000,3.0,b,b
